OBJECTID,ID,LENGTH,AFC_NUMBER,ROADTYPE,NUMBER,PRIMARY_NA,ALT_NAME_1,ALT_NAME_2,LOCAL_NAME,STATE,CCSTYLE,ALTFUEL_RO,EV_ROUND,EV,ELECTRICVE,CNG_ROUND,CNG,COMNATURAL,LNG_ROUND,LNG,LIQNATURAL,LPG_ROUND,LPG,PROPANE,HY_ROUND,HY,HYDROGEN,Len_miles,Not_NHS,ShapeSTLength
140,332,72.95,15,I,15,I15, , , ,CA,1,15,5,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,1,2,Signage Pending,72.94547497,0,142347.338395779
141,333,83.4,10,I,10,I10, , , ,CA,1,15,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,5,2,Signage Pending,83.39807107,0,162535.225426792
142,336,29.45,58,S,58,S58,S,58, ,CA,4,25,5,2,Signage Pending,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,29.45120205,0,58123.4901849655
143,353,176.1,50,U,50,U50, , , ,NV,3,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,0,0, ,0,0, ,176.10209938,0,368617.202169536
144,355,124.71,80,I,80,I80,U95, , ,NV,1,14,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,4,1,Signage Ready,0,0, ,124.71296801,0,265851.306904033
145,627,105.95,95,U,95,U6,U95, , ,NV,3,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,0,0, ,0,0, ,105.9453358,0,217743.244208725
146,629,75.82,95,U,95,U95, , ,WINNEMUCCA BLVD,NV,3,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,0,0, ,0,0, ,75.82318334,0,162131.2253521
147,666,40.59,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,40.59150072,0,87411.7008827345
148,699,24.83,5,I,5,I5, , , ,CA,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,0,0, ,1,2,Signage Pending,24.82980954,0,53484.5668416154
149,237,12.85,580,I,580,I205, , , ,CA,2,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,2,Signage Pending,12.84694012,0,26349.1702370903
150,622,41.71,395,U,395,U395,U,395, ,CA,3,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,41.7086935,0,84881.182868277
151,653,14.03,280,I,280,I280, , , ,CA,2,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,2,Signage Pending,14.02726071,0,28503.197829804
152,655,36.71,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,36.71294374,0,73899.4454154198
153,656,48.15,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,48.15169711,0,97849.8457074177
154,657,45.75,880,I,880,I880, , , ,CA,2,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,1,Signage Ready,45.75440845,0,92806.70158037
155,661,20.38,580,I,580,I580, , , ,CA,2,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,2,Signage Pending,20.37594807,0,41759.9316134095
156,674,7.3,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,7.30152167,0,14780.7657969677
157,688,25.61,580,I,580,I580, , , ,CA,2,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,2,Signage Pending,25.61363439,0,52327.2589410568
158,690,38.93,80,I,80,I80, , , ,CA,1,15,1,1,Signage Ready,5,1,Signage Ready,1,2,Signage Pending,0,0, ,1,1,Signage Ready,38.93492708,0,80154.9995736072
159,692,79.95,99,S,99,S99, , , ,CA,4,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,6,2,Signage Pending,79.94907723,0,165210.428821958
160,710,55.48,1,S,1,S1, , , ,CA,4,1,1,2,Signage Pending,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,55.48234439,1,110186.072422
161,711,107.15,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,107.15442933,0,213614.966710661
162,712,5.88,101,U,101,U101,S156, , ,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,5.87757469,0,11835.2515118555
163,717,14.12,5,I,5,I5, , , ,CA,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,2,Signage Pending,14.12298692,0,29262.4833987358
164,737,56.08,120,S,120,S120,S,120, ,CA,4,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,56.08388091,1,114451.340192897
165,751,12.04,5,I,5,I5, , , ,CA,1,1,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,1,2,Signage Pending,12.04000197,0,24332.6667352251
166,762,110.22,99,S,99,S99, , , ,CA,4,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,6,2,Signage Pending,110.22379067,0,223140.498709223
167,771,10.34,140,S,140,S140, ,CA140,Big Oak Flat Rd,CA,4,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,10.33614998,1,21085.4612210312
168,2273,6.1,680,I,680,I680, , ,SINCLAIR FRWY,CA,2,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,1,Signage Ready,6.10193041,0,12376.9517752381
169,124,17.14,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,17.13919253,0,34327.4037035398
170,123,36.1,1,S,1,S1, , , ,CA,4,1,1,2,Signage Pending,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,36.10058381,1,72075.5869216967
171,122,2.26,1,S,1,S1, , , ,CA,4,1,1,2,Signage Pending,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,2.26452471,0,4512.34188764687
172,121,0.55,1,S,1,S1, , , ,CA,4,1,1,2,Signage Pending,0,0, ,0,0, ,0,0, ,1,2,Signage Pending,0.55271895,0,1104.05505939373
173,129,38.11,280,I,280,I280, , ,JUNIPERO SERRA FRWY,CA,2,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,1,Signage Ready,38.10575226,0,77389.9029667093
174,654,47.17,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,47.16977849,1,95156.2822616935
175,125,15.62,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,15.62156891,0,31669.652017486
176,127,1.84,280,I,280,I280, , , ,CA,2,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,1.83897961,0,3716.66915875012
177,126,1.15,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,1.15422265,0,2348.81559483497
178,128,0.03,280,I,280,I280, , , ,CA,2,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,1,2,Signage Pending,0.02618976,0,53.0315371654452
179,2278,16.52,152,S,152,S152,S,152, ,CA,4,2,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,16.51820933,1,33347.7710358343
180,658,5.39,280,I,280,I280, , , ,CA,2,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,2,Signage Pending,5.38500176,0,10959.7607330238
181,660,29.68,680,I,680,I680, , ,SINCLAIR FRWY,CA,2,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,1,Signage Ready,29.68138098,0,60064.0726508032
182,659,3.17,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,3.17100086,0,6410.09489141222
183,662,41.77,1,S,1,S1, , , ,CA,4,1,1,2,Signage Pending,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,41.77261435,1,87169.0099197464
184,663,23.87,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,23.87111682,0,50068.9584833304
185,670,59.86,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,59.86370643,1,123764.255995486
186,691,95.68,5,I,5,I5, , , ,CA,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,0,0, ,1,2,Signage Pending,95.68002527,0,198010.674113399
187,697,40.5,99,S,99,S99, , , ,CA,4,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,6,2,Signage Pending,40.50478202,0,84919.3860670281
188,2274,21.62,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,21.62363668,0,45298.9357718012
189,665,22.53,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,22.52572494,0,47859.9993271359
190,664,66.56,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,66.5590697,0,140560.874925749
191,2275,38.67,101,U,101,U101, , , ,CA,3,1,1,2,Signage Pending,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,38.67119644,0,82613.4268837107
192,668,51.51,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,51.51205257,1,105191.806103763
193,672,58.05,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,58.05116931,0,119617.307724345
194,678,38.42,101,U,101,U101, , ,REDWOOD HWY,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,38.42348058,0,78409.0216456281
195,667,54.04,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,54.03526277,1,111220.103281486
196,669,1,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,1,2,Signage Pending,1.0016362,0,2045.71628814679
197,671,46.34,101,U,101,U101, , , ,CA,3,1,1,2,Signage Pending,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,46.34030234,0,96255.8859813817
198,687,27.11,80,I,80,I80, , , ,CA,1,15,1,1,Signage Ready,5,1,Signage Ready,1,2,Signage Pending,0,0, ,1,1,Signage Ready,27.10769108,0,55261.062481216
199,675,4.99,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,4.98908973,0,10172.7120400155
200,686,13.31,580,I,580,I580, , , ,CA,2,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,2,Signage Pending,13.30676038,0,27269.3789627048
201,676,1.71,101,U,101,U101, , ,REDWOOD HWY,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,1.71341627,0,3472.18751836428
202,673,6.27,101,U,101,U101, , ,REDWOOD HWY,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,6.26798885,0,12738.0971242686
203,677,4.33,101,U,101,U101, , ,REDWOOD HWY,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,4.33435192,0,8795.52273119435
204,685,3.82,80,I,80,I80, , ,EASTSHORE FRWY,CA,1,15,1,1,Signage Ready,5,1,Signage Ready,1,2,Signage Pending,0,0, ,1,1,Signage Ready,3.82072668,0,7740.81023273984
205,681,7.31,80,I,80,I80, , , ,CA,1,15,1,1,Signage Ready,5,1,Signage Ready,1,2,Signage Pending,0,0, ,1,1,Signage Ready,7.30660691,0,14923.3814084296
206,680,0.85,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,0.84584329,0,1733.97129465303
207,679,0.03,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,0.02685027,0,55.129618788633
208,684,0.27,880,I,880,I880, , , ,CA,2,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,1,Signage Ready,0.27096781,0,549.202751053242
209,682,0.76,80,I,80,I80, , , ,CA,2,15,1,1,Signage Ready,5,1,Signage Ready,1,2,Signage Pending,0,0, ,1,1,Signage Ready,0.75550491,0,1550.45173231917
210,683,0.08,880,I,880,I880, , , ,CA,2,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,0.07960397,0,162.634112427127
211,689,35.12,680,I,680,I680, , ,SINCLAIR FRWY,CA,2,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,2,Signage Pending,35.11594312,0,71469.5635567989
212,693,0.07,99,S,99,S99, , , ,CA,4,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,6,2,Signage Pending,0.06918155,0,144.926312141205
213,698,75.26,5,I,5,I5, , , ,CA,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,0,0, ,1,2,Signage Pending,75.26463776,0,160878.904343689
214,694,61.02,5,I,5,I5, , , ,CA,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,0,0, ,1,2,Signage Pending,61.02419995,0,128208.928975678
215,695,5.44,5,I,5,I5, , , ,CA,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,0,0, ,1,2,Signage Pending,5.44047748,0,11522.9530820442
216,696,5.29,5,I,5,I5, , , ,CA,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,0,0, ,1,2,Signage Pending,5.29409793,0,11206.5736535099
217,227,45.7,14,S,14,S14,S,14, ,CA,4,2,2,2,Signage Pending,5,2,Signage Pending,0,0, ,0,0, ,0,0, ,45.70379718,0,89937.2365352122
218,230,31.25,395,U,395,U395,U,395, ,CA,3,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,31.25411555,0,61736.7056696425
219,232,53.41,99,S,99,S99, , , ,CA,4,136,3,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,6,2,Signage Pending,53.41310579,0,105521.190343827
220,754,25.24,41,S,41,S41,S,41, ,CA,4,2,2,2,Signage Pending,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,25.24196059,0,50271.7579841786
221,756,56.58,46,S,46,S46,S,46, ,CA,4,2,2,2,Signage Pending,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,56.57832796,0,112765.143213832
222,758,46.66,99,S,99,S99, , , ,CA,4,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,6,2,Signage Pending,46.66150428,0,93211.6155027363
223,773,36.92,101,U,101,U101, , ,VENTURA FRWY,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,36.91508549,0,72242.6635049776
224,780,61.64,5,I,5,I5, , , ,CA,1,1,1,2,Signage Pending,1,1,Signage Ready,1,1,Signage Ready,0,0, ,1,2,Signage Pending,61.6372414,0,122199.670910215
225,704,17.51,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,17.51112835,0,34277.1764549692
226,707,59.26,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,59.26238479,0,116187.869982064
227,708,22.31,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,22.31043421,1,43783.6393964509
228,709,0.55,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,1,2,Signage Pending,0.54697107,0,1083.93155793913
229,700,5.24,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,5.23571454,0,10303.6400772957
230,701,38.16,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,38.15749484,1,75508.2431111586
231,703,28.81,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,28.81007228,0,56777.0319162058
232,702,11.89,101,U,101,U101,S1, , ,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,11.89206026,0,23388.5780610968
233,705,31.93,101,U,101,U101, , , ,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,2,Signage Pending,31.92637613,0,62644.3831103462
234,706,0.57,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,1,2,Signage Pending,0.56750981,0,1107.16052521183
235,753,112.95,5,I,5,I5, , , ,CA,1,1,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,1,2,Signage Pending,112.94573973,0,226945.636657703
236,759,32.16,41,S,41,S41,S,41, ,CA,4,2,2,2,Signage Pending,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,32.15853815,0,64006.6711598745
237,760,27.48,152,S,152,S152,S,152, ,CA,4,2,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,27.47928582,0,55850.1145384906
238,752,34.29,152,S,152,S33,S,33, ,CA,4,2,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,34.29203992,0,69549.2613410582
239,749,13.72,152,S,152,S152,S,152, ,CA,4,2,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,13.72438004,0,27714.3072805451
240,715,0.45,152,S,152,S152,S,152, ,CA,4,2,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,0.45055824,0,913.291964605636
241,716,3.99,152,S,152,S152,S,152, ,CA,4,2,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,3.98856369,1,8053.15712772074
242,714,0.4,101,U,101,U101B,U,101, ,CA,3,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,0.40060398,0,804.929756718795
243,750,15.64,580,I,580,I580, , , ,CA,2,1,0,0, ,0,0, ,1,2,Signage Pending,0,0, ,1,2,Signage Pending,15.63597027,0,31858.7582360329
244,755,28.18,41,S,41,S41,S,41, ,CA,4,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,28.17657732,0,55974.5179980485
245,757,23.17,41,S,41,S41,S,41, ,CA,4,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,23.17163968,0,46028.7473566387
246,2270,15.11,5,I,5,I5, , , ,CA,1,1,1,2,Signage Pending,1,1,Signage Ready,1,1,Signage Ready,0,0, ,1,2,Signage Pending,15.10801134,0,30061.4418946244
247,766,9.97,41,S,41,S41,S,41, ,CA,4,2,2,1,Signage Ready,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,9.96896557,0,20087.3684432773
248,761,5.04,152,S,152,S152,S,152, ,CA,4,2,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,5.04033031,0,10251.4331832978
249,765,29.53,41,S,41,S41,S,41, ,CA,4,2,2,1,Signage Ready,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,29.53251305,0,59142.9768019492
250,764,1.02,99,S,99,S99, , , ,CA,4,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,6,2,Signage Pending,1.02106475,0,2047.66630591083
251,763,0.27,41,S,41,S41,S,41, ,CA,4,2,2,2,Signage Pending,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0.26545061,0,537.302646319919
252,770,3.3,41,S,41,S41,S,41, ,CA,4,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,3.29522538,0,6663.36920153475
253,767,7.74,41,S,41,S41,S,41, ,CA,4,2,2,1,Signage Ready,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,7.74093017,0,15638.6487854428
254,768,3.3,41,S,41,S41,S,41, ,CA,4,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,3.30091435,0,6673.55969706741
255,769,6.84,41,S,41,S41,S,41, ,CA,4,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,6.83802367,0,13833.206381026
256,772,27.16,41,S,41,S41,S,41, ,CA,4,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,27.16215035,1,55222.4616386456
257,2277,0.25,41,S,41,S41,S,41, ,CA,4,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0.24522473,0,494.346858894631
258,213,16.72,210,I,210,I210, , , ,CA,1,4,4,2,Signage Pending,5,1,Signage Ready,0,0, ,0,0, ,5,2,Signage Pending,16.72373519,0,32685.8144749455
259,216,6.09,14,S,14,S14,S,14, ,CA,4,25,2,2,Signage Pending,5,1,Signage Ready,0,0, ,0,0, ,0,0, ,6.08662812,0,11863.9793580073
260,217,32.43,14,S,14,S14,S,14, ,CA,4,25,2,1,Signage Ready,5,1,Signage Ready,0,0, ,0,0, ,0,0, ,32.43056779,0,63454.1509754777
261,226,34.79,58,S,58,S58,S,58, ,CA,4,25,5,1,Signage Ready,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,34.78920942,0,68771.8827842054
262,777,23.69,1,S,1,S1, , ,PACIFIC COAST HWY,CA,4,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,23.68739703,0,46230.7180493864
263,778,48.88,101,U,101,U101, , ,VENTURA FRWY,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,48.88342852,0,95608.4529105918
264,779,1.67,5,I,5,I5, , , ,CA,1,13,3,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,1,2,Signage Pending,1.66718545,0,3250.90114835649
265,786,59.2,5,I,5,I5, , , ,CA,1,13,3,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,1,2,Signage Pending,59.20203861,0,115727.011682814
266,774,2.62,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,2.61625376,0,5098.22548620287
267,775,3.49,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,3.48802712,0,6761.55605839099
268,776,0.09,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,1,1,Signage Ready,0.08753526,0,170.857592392641
269,781,30.84,99,S,99,S99, , , ,CA,4,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,6,2,Signage Pending,30.8432412,0,60518.2988817533
270,783,46.04,58,S,58,S58,S,58, ,CA,4,25,5,1,Signage Ready,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,46.03835566,0,91381.2486528293
271,2271,36.34,5,I,5,I5, , , ,CA,1,1,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,1,2,Signage Pending,36.33567391,0,71628.9330800536
272,784,6.54,46,S,46,S46,S,46, ,CA,4,2,2,2,Signage Pending,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,6.53672734,0,13039.5794209756
273,782,0.21,14,S,14,S14,S,14, ,CA,4,2,2,1,Signage Ready,5,2,Signage Pending,0,0, ,0,0, ,0,0, ,0.21147827,0,420.484186901541
274,785,0.05,99,S,99,S99, , , ,CA,4,16,0,0, ,1,1,Signage Ready,1,1,Signage Ready,0,0, ,6,2,Signage Pending,0.05157352,0,101.811582804758
275,214,13.06,101,U,101,U101, , ,SANTA ANA FRWY,CA,3,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,13.0597251,0,25420.4946891161
276,215,11.36,5,I,5,I5, , ,GOLDEN STATE FRWY,CA,1,1,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,1,1,Signage Ready,11.35961486,0,22071.9450351769
277,218,19.86,210,I,210,I210, , , ,CA,1,4,4,1,Signage Ready,5,1,Signage Ready,0,0, ,0,0, ,5,2,Signage Pending,19.85707271,0,38782.4319928276
278,219,36.91,5,I,5,I5, , ,SANTA ANA FRWY,CA,1,1,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,1,1,Signage Ready,36.90775837,0,71589.4504838804
279,220,36.61,10,I,10,I10, , ,SAN BERNARDINO FRWY,CA,1,15,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,5,2,Signage Pending,36.61054155,0,71546.6008977
280,801,17.51,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,17.50646735,0,33931.7734149544
281,802,31.32,405,I,405,I405, , ,SAN DIEGO FRWY,CA,2,15,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,5,1,Signage Ready,31.31675282,0,60837.0430340069
282,809,26.26,91,S,91,S91, , , ,CA,4,4,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,4,1,Signage Ready,26.25873638,0,51188.6713806231
283,810,27.54,605,I,605,I605, , , ,CA,1,45,4,1,Signage Ready,5,1,Signage Ready,0,0, ,0,0, ,0,0, ,27.54029622,0,53346.2590070997
284,811,23.45,60,S,60,S60, , ,POMONA FRWY,CA,4,1,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,1,1,Signage Ready,23.45410193,0,45793.8889492134
285,812,17.86,405,I,405,I405, , ,SAN DIEGO FRWY,CA,2,15,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,5,1,Signage Ready,17.85919858,0,34628.2855413447
286,792,14.47,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,14.47305358,0,28045.6050599451
287,793,22.07,405,I,405,I405, , ,SAN DIEGO FRWY,CA,2,15,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,5,1,Signage Ready,22.07157053,0,42841.0957038562
288,794,12.87,10,I,10,I10, , ,SANTA MONICA FRWY,CA,1,15,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,5,1,Signage Ready,12.87059915,0,25129.0834145288
289,796,7.92,1,S,1,S1, , , ,CA,4,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,1,1,Signage Ready,7.92122987,0,15433.3052728463
290,797,4.13,710,I,710,I710, , , ,CA,2,1,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,0,0, ,1,1,Signage Ready,4.13301822,0,7975.2315669642
